bitmask,channel_names_active,ownership_pct,mean_alpha,solve_time
1743,SS+Bequests+Medical+R-S+Pessimism+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,429.3
1744,Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),9.4519,0.083032,15.8
1745,SS+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,65.2
1746,Bequests+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.9951,0.076831,16.4
1747,SS+Bequests+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.0
1748,Medical+R-S+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,128.4
1749,SS+Medical+R-S+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,441.3
1750,Bequests+Medical+R-S+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,117.7
1751,SS+Bequests+Medical+R-S+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,418.4
1752,Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,15.5
1753,SS+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,66.3
1754,Bequests+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,16.3
1755,SS+Bequests+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.1
1756,Medical+R-S+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,130.2
1757,SS+Medical+R-S+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,439.4
1758,Bequests+Medical+R-S+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,115.2
1759,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,419.2
1760,State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),15.4603,0.139280,15.0
1761,SS+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,62.4
1762,Bequests+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),15.1441,0.135977,15.5
1763,SS+Bequests+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,61.6
1764,Medical+R-S+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,117.9
1765,SS+Medical+R-S+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,442.4
1766,Bequests+Medical+R-S+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,118.7
1767,SS+Bequests+Medical+R-S+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,415.2
1768,Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,15.8
1769,SS+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,65.2
1770,Bequests+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,16.5
1771,SS+Bequests+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,60.9
1772,Medical+R-S+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,121.6
1773,SS+Medical+R-S+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,427.3
1774,Bequests+Medical+R-S+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,110.4
1775,SS+Bequests+Medical+R-S+Pessimism+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,409.3
1776,Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),5.0246,0.043795,15.7
1777,SS+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.6
1778,Bequests+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),4.0056,0.035242,15.5
1779,SS+Bequests+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,65.1
1780,Medical+R-S+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,127.1
1781,SS+Medical+R-S+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,428.5
1782,Bequests+Medical+R-S+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,115.0
1783,SS+Bequests+Medical+R-S+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,403.0
1784,Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,15.9
1785,SS+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,64.5
1786,Bequests+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,16.7
1787,SS+Bequests+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,64.6
1788,Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,117.7
1789,SS+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,429.6
1790,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,115.1
1791,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Inflation+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,398.0
1792,Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),56.6760,0.346732,15.9
1793,SS+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),34.7857,0.212414,63.5
1794,Bequests+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),56.5004,0.343819,15.7
1795,SS+Bequests+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),32.6423,0.206581,60.8
1796,Medical+R-S+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087140,118.9
1797,SS+Medical+R-S+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),28.3907,0.097214,417.5
1798,Bequests+Medical+R-S+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087140,117.9
1799,SS+Bequests+Medical+R-S+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),27.7231,0.091058,398.0
1800,Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),34.8559,0.223837,16.7
1801,SS+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,66.1
1802,Bequests+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),34.5748,0.219406,15.5
1803,SS+Bequests+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.4
1804,Medical+R-S+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087140,123.3
1805,SS+Medical+R-S+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),3.4434,0.026195,419.6
1806,Bequests+Medical+R-S+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087140,108.7
1807,SS+Bequests+Medical+R-S+Pessimism+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),3.5488,0.027298,405.3
1808,Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),43.3942,0.276971,16.2
1809,SS+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),10.4006,0.013633,63.9
1810,Bequests+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),43.2186,0.275520,15.4
1811,SS+Bequests+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.9248,0.010636,62.4
1812,Medical+R-S+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087045,132.3
1813,SS+Medical+R-S+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),6.8166,0.039041,423.9
1814,Bequests+Medical+R-S+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087045,122.3
1815,SS+Bequests+Medical+R-S+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),6.4301,0.038865,392.6
1816,Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),25.0527,0.146149,16.1
1817,SS+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,66.5
1818,Bequests+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),24.2797,0.141237,16.6
1819,SS+Bequests+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.1
1820,Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087045,120.7
1821,SS+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),2.7407,0.018802,417.8
1822,Bequests+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7140,0.087045,117.0
1823,SS+Bequests+Medical+R-S+Pessimism+Age needs+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),2.6704,0.018264,389.1
1824,State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),53.6543,0.331219,15.7
1825,SS+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),29.7962,0.167741,65.1
1826,Bequests+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),53.3732,0.328352,15.9
1827,SS+Bequests+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),29.2691,0.162491,62.3
1828,Medical+R-S+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6788,0.085689,122.6
1829,SS+Medical+R-S+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),28.5313,0.085984,420.9
1830,Bequests+Medical+R-S+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6788,0.085689,115.5
1831,SS+Bequests+Medical+R-S+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),22.4526,0.084930,383.3
1832,Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),32.8883,0.207755,16.2
1833,SS+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,64.5
1834,Bequests+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),32.4315,0.202590,14.9
1835,SS+Bequests+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,62.3
1836,Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6788,0.085689,124.3
1837,SS+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),3.4786,0.028440,417.2
1838,Bequests+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6788,0.085689,113.1
1839,SS+Bequests+Medical+R-S+Pessimism+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),3.5488,0.028447,381.6
1840,Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),40.8995,0.264656,16.9
1841,SS+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),3.3732,0.002702,64.1
1842,Bequests+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),40.5833,0.262393,16.8
1843,SS+Bequests+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),2.3190,0.001673,63.4
1844,Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6437,0.084888,126.7
1845,SS+Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),5.9382,0.039248,408.5
1846,Bequests+Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6437,0.084888,115.4
1847,SS+Bequests+Medical+R-S+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),6.0084,0.039195,377.8
1848,Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),21.4687,0.125871,16.2
1849,SS+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,66.9
1850,Bequests+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),20.4146,0.118212,15.7
1851,SS+Bequests+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,59.7
1852,Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6437,0.084888,116.6
1853,SS+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),2.7407,0.018802,411.1
1854,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.6437,0.084888,112.1
1855,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),2.7407,0.018805,383.9
1856,Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),21.6093,0.170278,16.2
1857,SS+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.0
1858,Bequests+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),21.1876,0.166673,16.0
1859,SS+Bequests+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.2
1860,Medical+R-S+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,121.7
1861,SS+Medical+R-S+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,401.2
1862,Bequests+Medical+R-S+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,115.4
1863,SS+Bequests+Medical+R-S+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,373.7
1864,Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),4.4624,0.032769,16.7
1865,SS+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,61.5
1866,Bequests+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),3.5137,0.026061,14.7
1867,SS+Bequests+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,61.7
1868,Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,128.0
1869,SS+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,397.5
1870,Bequests+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,111.7
1871,SS+Bequests+Medical+R-S+Pessimism+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,373.6
1872,Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),14.2656,0.104947,15.9
1873,SS+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,67.3
1874,Bequests+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),13.6332,0.101349,16.0
1875,SS+Bequests+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,64.7
1876,Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,122.1
1877,SS+Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,387.5
1878,Bequests+Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,116.3
1879,SS+Bequests+Medical+R-S+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,367.3
1880,Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,16.3
1881,SS+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,65.9
1882,Bequests+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,17.2
1883,SS+Bequests+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,62.1
1884,Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,135.0
1885,SS+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,386.8
1886,Bequests+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,115.6
1887,SS+Bequests+Medical+R-S+Pessimism+Age needs+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,363.0
1888,State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),19.7822,0.156093,15.8
1889,SS+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,67.2
1890,Bequests+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),19.5011,0.151852,15.3
1891,SS+Bequests+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,62.7
1892,Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,125.9
1893,SS+Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,385.7
1894,Bequests+Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,111.0
1895,SS+Bequests+Medical+R-S+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,356.0
1896,Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),1.5109,0.011388,16.9
1897,SS+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,67.1
1898,Bequests+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.9136,0.006781,15.8
1899,SS+Bequests+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,61.6
1900,Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,126.7
1901,SS+Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,384.0
1902,Bequests+Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,117.0
1903,SS+Bequests+Medical+R-S+Pessimism+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,355.0
1904,Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),12.2628,0.091964,16.3
1905,SS+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,65.0
1906,Bequests+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),11.5601,0.087509,15.3
1907,SS+Bequests+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,63.6
1908,Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,123.0
1909,SS+Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,383.0
1910,Bequests+Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,119.0
1911,SS+Bequests+Medical+R-S+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,356.2
1912,Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,15.7
1913,SS+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,69.4
1914,Bequests+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,15.1
1915,SS+Bequests+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,58.9
1916,Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,129.1
1917,SS+Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,386.5
1918,Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,117.2
1919,SS+Bequests+Medical+R-S+Pessimism+Age needs+State utility+Loads+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,353.5
1920,Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),54.1813,0.339993,16.1
1921,SS+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),29.6908,0.196497,67.2
1922,Bequests+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),53.5137,0.337663,14.7
1923,SS+Bequests+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),29.5854,0.193668,62.7
1924,Medical+R-S+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7843,0.087843,117.3
1925,SS+Medical+R-S+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),24.3500,0.101781,365.3
1926,Bequests+Medical+R-S+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),8.7843,0.087843,113.7
1927,SS+Bequests+Medical+R-S+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),23.1904,0.098229,345.9
1928,Pessimism+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),34.1181,0.235141,16.7
1929,SS+Pessimism+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),0.0000,0.000000,67.0
1930,Bequests+Pessimism+Inflation+Public-care aversion (LTC)+Source-dependent utility (SDU)+Narrow-framing penalty (PED),33.6964,0.230130,14.9
